,index,prog_name,min_heap,init_heap,max_heap,gc_name,entropy,complexity,dit,wmc,noc,cbo,rfc,lcom,ca,npm
303,303,bh,96,64,224,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.66,1.4444444444
304,304,bh,96,96,224,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.67,1.4444444444
305,305,bh,96,128,224,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.68,1.4444444444
306,306,bh,96,160,224,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.67,1.4444444444
307,307,bh,96,192,224,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.67,1.4444444444
308,308,bh,96,224,224,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.67,1.4444444444
309,309,bh,96,16,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.68,1.4444444444
310,310,bh,96,32,256,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.69,1.4444444444
311,311,bh,96,48,256,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.68,1.4444444444
312,312,bh,96,64,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.68,1.4444444444
313,313,bh,96,96,256,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.68,1.4444444444
314,314,bh,96,128,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.69,1.4444444444
315,315,bh,96,160,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.70,1.4444444444
316,316,bh,96,192,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.69,1.4444444444
317,317,bh,96,224,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.69,1.4444444444
318,318,bh,96,256,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.69,1.4444444444
319,319,bh,96,16,512,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.70,1.4444444444
320,320,bh,96,32,512,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.71,1.4444444444
321,321,bh,96,48,512,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.70,1.4444444444
322,322,bh,96,64,512,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.70,1.4444444444
323,323,bh,96,96,512,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.70,1.4444444444
324,324,bh,96,128,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.71,1.4444444444
325,325,bh,96,160,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.72,1.4444444444
326,326,bh,96,192,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.71,1.4444444444
327,327,bh,96,224,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.71,1.4444444444
328,328,bh,96,256,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.71,1.4444444444
329,329,bh,96,512,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.72,1.4444444444
330,330,bh,128,16,16,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.73,1.4444444444
331,331,bh,128,16,32,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.72,1.4444444444
332,332,bh,128,32,32,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.72,1.4444444444
333,333,bh,128,16,48,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.72,1.4444444444
334,334,bh,128,32,48,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.73,1.4444444444
335,335,bh,128,48,48,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.74,1.4444444444
336,336,bh,128,16,64,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.73,1.4444444444
337,337,bh,128,32,64,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.73,1.4444444444
338,338,bh,128,48,64,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.73,1.4444444444
339,339,bh,128,64,64,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.74,1.4444444444
340,340,bh,128,16,96,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.75,1.4444444444
341,341,bh,128,32,96,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.74,1.4444444444
342,342,bh,128,48,96,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.74,1.4444444444
343,343,bh,128,64,96,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.74,1.4444444444
344,344,bh,128,96,96,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.75,1.4444444444
345,345,bh,128,16,128,UseParNewGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.76,1.4444444444
346,346,bh,128,32,128,UseParallelGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.75,1.4444444444
347,347,bh,128,48,128,UseParNewGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.75,1.4444444444
348,348,bh,128,64,128,UseParallelGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.75,1.4444444444
349,349,bh,128,96,128,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.76,1.4444444444
350,350,bh,128,128,128,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.77,1.4444444444
351,351,bh,128,16,160,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.76,1.4444444444
352,352,bh,128,32,160,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.76,1.4444444444
353,353,bh,128,48,160,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.76,1.4444444444
354,354,bh,128,64,160,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.77,1.4444444444
355,355,bh,128,96,160,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.78,1.4444444444
356,356,bh,128,128,160,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.77,1.4444444444
357,357,bh,128,160,160,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.77,1.4444444444
358,358,bh,128,16,192,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.77,1.4444444444
359,359,bh,128,32,192,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.78,1.4444444444
360,360,bh,128,48,192,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.79,1.4444444444
361,361,bh,128,64,192,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.78,1.4444444444
362,362,bh,128,96,192,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.78,1.4444444444
363,363,bh,128,128,192,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.78,1.4444444444
364,364,bh,128,160,192,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.79,1.4444444444
365,365,bh,128,192,192,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.80,1.4444444444
366,366,bh,128,16,224,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.79,1.4444444444
367,367,bh,128,32,224,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.79,1.4444444444
368,368,bh,128,48,224,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.79,1.4444444444
369,369,bh,128,64,224,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.80,1.4444444444
370,370,bh,128,96,224,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.81,1.4444444444
371,371,bh,128,128,224,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.80,1.4444444444
372,372,bh,128,160,224,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.80,1.4444444444
373,373,bh,128,192,224,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.80,1.4444444444
374,374,bh,128,224,224,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.81,1.4444444444
375,375,bh,128,16,256,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.82,1.4444444444
376,376,bh,128,32,256,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.81,1.4444444444
377,377,bh,128,48,256,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.81,1.4444444444
378,378,bh,128,64,256,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.81,1.4444444444
379,379,bh,128,96,256,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.82,1.4444444444
380,380,bh,128,128,256,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.83,1.4444444444
381,381,bh,128,160,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.82,1.4444444444
382,382,bh,128,192,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.82,1.4444444444
383,383,bh,128,224,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.82,1.4444444444
384,384,bh,128,256,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.83,1.4444444444
385,385,bh,128,16,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.84,1.4444444444
386,386,bh,128,32,512,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.83,1.4444444444
387,387,bh,128,48,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.83,1.4444444444
388,388,bh,128,64,512,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.83,1.4444444444
389,389,bh,128,96,512,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.84,1.4444444444
390,390,bh,128,128,512,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.85,1.4444444444
391,391,bh,128,160,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.84,1.4444444444
392,392,bh,128,192,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.84,1.4444444444
393,393,bh,128,224,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.84,1.4444444444
394,394,bh,128,256,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.85,1.4444444444
395,395,bh,128,512,512,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.86,1.4444444444
396,396,bh,160,16,16,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.85,1.4444444444
397,397,bh,160,16,32,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.85,1.4444444444
398,398,bh,160,32,32,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.85,1.4444444444
399,399,bh,160,16,48,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.86,1.4444444444
400,400,bh,160,32,48,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.87,1.4444444444
401,401,bh,160,48,48,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.86,1.4444444444
402,402,bh,160,16,64,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.86,1.4444444444
403,403,bh,160,32,64,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.86,1.4444444444
404,404,bh,160,48,64,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.87,1.4444444444
405,405,bh,160,64,64,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.88,1.4444444444
406,406,bh,160,16,96,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.87,1.4444444444
407,407,bh,160,32,96,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.87,1.4444444444
408,408,bh,160,48,96,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.87,1.4444444444
409,409,bh,160,64,96,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.88,1.4444444444
410,410,bh,160,96,96,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.89,1.4444444444
411,411,bh,160,16,128,UseParNewGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.88,1.4444444444
412,412,bh,160,32,128,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.88,1.4444444444
413,413,bh,160,48,128,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.88,1.4444444444
414,414,bh,160,64,128,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.89,1.4444444444
415,415,bh,160,96,128,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.90,1.4444444444
416,416,bh,160,128,128,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.89,1.4444444444
417,417,bh,160,16,160,UseParNewGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.89,1.4444444444
418,418,bh,160,32,160,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.89,1.4444444444
419,419,bh,160,48,160,UseParallelGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.90,1.4444444444
420,420,bh,160,64,160,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.91,1.4444444444
421,421,bh,160,96,160,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.90,1.4444444444
422,422,bh,160,128,160,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.90,1.4444444444
423,423,bh,160,160,160,UseG1GC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.90,1.4444444444
424,424,bh,160,16,192,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.91,1.4444444444
425,425,bh,160,32,192,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.92,1.4444444444
426,426,bh,160,48,192,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.91,1.4444444444
427,427,bh,160,64,192,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.91,1.4444444444
428,428,bh,160,96,192,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.91,1.4444444444
429,429,bh,160,128,192,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.92,1.4444444444
430,430,bh,160,160,192,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.93,1.4444444444
431,431,bh,160,192,192,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.92,1.4444444444
432,432,bh,160,16,224,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.92,1.4444444444
433,433,bh,160,32,224,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.92,1.4444444444
434,434,bh,160,48,224,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.93,1.4444444444
435,435,bh,160,64,224,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.94,1.4444444444
436,436,bh,160,96,224,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.93,1.4444444444
437,437,bh,160,128,224,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.93,1.4444444444
438,438,bh,160,160,224,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.93,1.4444444444
439,439,bh,160,192,224,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.94,1.4444444444
440,440,bh,160,224,224,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.95,1.4444444444
441,441,bh,160,16,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.94,1.4444444444
442,442,bh,160,32,256,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.94,1.4444444444
443,443,bh,160,48,256,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.94,1.4444444444
444,444,bh,160,64,256,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.95,1.4444444444
445,445,bh,160,96,256,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.96,1.4444444444
446,446,bh,160,128,256,UseConcMarkSweepGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.95,1.4444444444
447,447,bh,160,160,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.95,1.4444444444
448,448,bh,160,192,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.95,1.4444444444
449,449,bh,160,224,256,UseSerialGC,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.7777777778,3.11111111111.96,1.4444444444
