,index,prog_name,min_heap,init_heap,max_heap,gc_name,entropy,complexity,dit,wmc,noc,cbo,rfc,lcom,ca,npm
1483,1483,power,16,48,224,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.16,0.8333333333
1484,1484,power,16,64,224,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.17,0.8333333333
1485,1485,power,16,96,224,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.17,0.8333333333
1486,1486,power,16,128,224,UseConcMarkSweepGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.18,0.8333333333
1487,1487,power,16,160,224,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.18,0.8333333333
1488,1488,power,16,192,224,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.19,0.8333333333
1489,1489,power,16,224,224,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.19,0.8333333333
1490,1490,power,16,32,256,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.20,0.8333333333
1491,1491,power,16,48,256,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.20,0.8333333333
1492,1492,power,16,64,256,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.21,0.8333333333
1493,1493,power,16,128,256,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.21,0.8333333333
1494,1494,power,16,160,256,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.22,0.8333333333
1495,1495,power,16,192,256,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.22,0.8333333333
1496,1496,power,16,224,256,UseConcMarkSweepGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.23,0.8333333333
1497,1497,power,16,256,256,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.23,0.8333333333
1498,1498,power,16,16,512,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.24,0.8333333333
1499,1499,power,16,32,512,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.24,0.8333333333
1500,1500,power,16,48,512,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.25,0.8333333333
1501,1501,power,16,64,512,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.25,0.8333333333
1502,1502,power,16,96,512,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.26,0.8333333333
1503,1503,power,16,128,512,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.26,0.8333333333
1504,1504,power,16,160,512,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.27,0.8333333333
1505,1505,power,16,224,512,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.27,0.8333333333
1506,1506,power,16,256,512,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.28,0.8333333333
1507,1507,power,16,512,512,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.28,0.8333333333
1508,1508,power,32,16,16,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.29,0.8333333333
1509,1509,power,32,16,32,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.29,0.8333333333
1510,1510,power,32,16,48,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.30,0.8333333333
1511,1511,power,32,32,48,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.30,0.8333333333
1512,1512,power,32,16,64,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.31,0.8333333333
1513,1513,power,32,32,64,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.31,0.8333333333
1514,1514,power,32,48,64,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.32,0.8333333333
1515,1515,power,32,16,96,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.32,0.8333333333
1516,1516,power,32,32,96,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.33,0.8333333333
1517,1517,power,32,48,96,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.33,0.8333333333
1518,1518,power,32,64,96,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.34,0.8333333333
1519,1519,power,32,96,96,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.34,0.8333333333
1520,1520,power,32,16,128,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.35,0.8333333333
1521,1521,power,32,32,128,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.35,0.8333333333
1522,1522,power,32,48,128,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.36,0.8333333333
1523,1523,power,32,64,128,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.36,0.8333333333
1524,1524,power,32,128,128,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.37,0.8333333333
1525,1525,power,32,128,160,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.37,0.8333333333
1526,1526,power,32,160,160,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.38,0.8333333333
1527,1527,power,32,16,192,UseConcMarkSweepGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.38,0.8333333333
1528,1528,power,32,64,192,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.39,0.8333333333
1529,1529,power,32,128,192,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.39,0.8333333333
1530,1530,power,32,160,192,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.40,0.8333333333
1531,1531,power,32,16,224,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.40,0.8333333333
1532,1532,power,32,128,224,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.41,0.8333333333
1533,1533,power,32,224,224,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.41,0.8333333333
1534,1534,power,32,32,256,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.42,0.8333333333
1535,1535,power,32,96,256,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.42,0.8333333333
1536,1536,power,32,160,256,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.43,0.8333333333
1537,1537,power,32,192,256,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.43,0.8333333333
1538,1538,power,32,224,256,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.44,0.8333333333
1539,1539,power,32,256,256,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.44,0.8333333333
1540,1540,power,32,16,512,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.45,0.8333333333
1541,1541,power,32,64,512,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.45,0.8333333333
1542,1542,power,32,224,512,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.46,0.8333333333
1543,1543,power,32,512,512,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.46,0.8333333333
1544,1544,power,48,16,16,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.47,0.8333333333
1545,1545,power,48,16,32,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.47,0.8333333333
1546,1546,power,48,32,32,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.48,0.8333333333
1547,1547,power,48,16,48,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.48,0.8333333333
1548,1548,power,48,16,64,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.49,0.8333333333
1549,1549,power,48,16,128,UseConcMarkSweepGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.49,0.8333333333
1550,1550,power,48,32,128,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.50,0.8333333333
1551,1551,power,48,16,192,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.50,0.8333333333
1552,1552,power,48,16,224,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.51,0.8333333333
1553,1553,power,48,16,256,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.51,0.8333333333
1554,1554,power,48,16,512,UseConcMarkSweepGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.52,0.8333333333
1555,1555,power,64,16,16,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.52,0.8333333333
1556,1556,power,64,32,32,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.53,0.8333333333
1557,1557,power,64,16,48,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.53,0.8333333333
1558,1558,power,64,32,48,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.54,0.8333333333
1559,1559,power,64,16,96,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.54,0.8333333333
1560,1560,power,64,32,96,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.55,0.8333333333
1561,1561,power,64,16,128,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.55,0.8333333333
1562,1562,power,64,32,128,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.56,0.8333333333
1563,1563,power,64,16,160,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.56,0.8333333333
1564,1564,power,64,32,160,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.57,0.8333333333
1565,1565,power,64,16,192,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.57,0.8333333333
1566,1566,power,64,32,192,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.58,0.8333333333
1567,1567,power,64,16,224,UseConcMarkSweepGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.58,0.8333333333
1568,1568,power,64,32,256,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.59,0.8333333333
1569,1569,power,64,16,512,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.59,0.8333333333
1570,1570,power,96,16,16,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.60,0.8333333333
1571,1571,power,96,16,32,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.60,0.8333333333
1572,1572,power,96,32,32,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.61,0.8333333333
1573,1573,power,96,16,48,UseConcMarkSweepGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.61,0.8333333333
1574,1574,power,96,16,64,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.62,0.8333333333
1575,1575,power,96,16,96,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.62,0.8333333333
1576,1576,power,96,32,96,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.63,0.8333333333
1577,1577,power,96,16,128,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.63,0.8333333333
1578,1578,power,96,32,128,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.64,0.8333333333
1579,1579,power,96,16,160,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.64,0.8333333333
1580,1580,power,96,16,192,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.65,0.8333333333
1581,1581,power,96,16,224,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.65,0.8333333333
1582,1582,power,96,16,256,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.66,0.8333333333
1583,1583,power,96,16,512,UseConcMarkSweepGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.66,0.8333333333
1584,1584,power,96,32,512,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.67,0.8333333333
1585,1585,power,128,16,16,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.67,0.8333333333
1586,1586,power,128,16,32,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.68,0.8333333333
1587,1587,power,128,16,48,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.68,0.8333333333
1588,1588,power,128,32,48,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.69,0.8333333333
1589,1589,power,128,16,64,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.69,0.8333333333
1590,1590,power,128,32,64,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.70,0.8333333333
1591,1591,power,128,16,96,UseConcMarkSweepGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.70,0.8333333333
1592,1592,power,128,32,96,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.71,0.8333333333
1593,1593,power,128,16,160,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.71,0.8333333333
1594,1594,power,128,16,192,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.72,0.8333333333
1595,1595,power,128,16,224,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.72,0.8333333333
1596,1596,power,128,16,256,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.73,0.8333333333
1597,1597,power,128,16,512,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.73,0.8333333333
1598,1598,power,128,32,512,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.74,0.8333333333
1599,1599,power,160,16,16,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.74,0.8333333333
1600,1600,power,160,16,32,UseConcMarkSweepGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.75,0.8333333333
1601,1601,power,160,32,32,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.75,0.8333333333
1602,1602,power,160,16,48,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.76,0.8333333333
1603,1603,power,160,32,48,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.76,0.8333333333
1604,1604,power,160,16,64,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.77,0.8333333333
1605,1605,power,160,16,96,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.77,0.8333333333
1606,1606,power,160,16,128,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.78,0.8333333333
1607,1607,power,160,16,160,UseConcMarkSweepGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.78,0.8333333333
1608,1608,power,160,16,192,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.79,0.8333333333
1609,1609,power,160,16,224,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.79,0.8333333333
1610,1610,power,160,16,256,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.80,0.8333333333
1611,1611,power,160,32,256,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.80,0.8333333333
1612,1612,power,160,16,512,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.81,0.8333333333
1613,1613,power,192,16,16,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.81,0.8333333333
1614,1614,power,192,32,32,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.82,0.8333333333
1615,1615,power,192,16,48,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.82,0.8333333333
1616,1616,power,192,16,64,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.83,0.8333333333
1617,1617,power,192,32,64,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.83,0.8333333333
1618,1618,power,192,16,96,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.84,0.8333333333
1619,1619,power,192,16,128,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.84,0.8333333333
1620,1620,power,192,32,128,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.85,0.8333333333
1621,1621,power,192,16,160,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.85,0.8333333333
1622,1622,power,192,16,192,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.86,0.8333333333
1623,1623,power,192,32,192,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.86,0.8333333333
1624,1624,power,192,16,224,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.87,0.8333333333
1625,1625,power,192,16,256,UseConcMarkSweepGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.87,0.8333333333
1626,1626,power,192,16,512,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.88,0.8333333333
1627,1627,power,224,16,16,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.88,0.8333333333
1628,1628,power,224,16,32,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.89,0.8333333333
1629,1629,power,224,32,48,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.89,0.8333333333
1630,1630,power,224,32,96,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.90,0.8333333333
1631,1631,power,224,16,128,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.90,0.8333333333
1632,1632,power,224,32,128,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.91,0.8333333333
1633,1633,power,224,16,160,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.91,0.8333333333
1634,1634,power,224,16,192,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.92,0.8333333333
1635,1635,power,224,32,192,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.92,0.8333333333
1636,1636,power,224,16,256,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.93,0.8333333333
1637,1637,power,224,32,256,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.93,0.8333333333
1638,1638,power,224,16,512,UseParNewGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.94,0.8333333333
1639,1639,power,256,16,16,UseG1GC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.94,0.8333333333
1640,1640,power,256,16,32,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.94,0.8333333333
1641,1641,power,256,32,32,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.94,0.8333333333
1642,1642,power,256,16,48,UseSerialGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.95,0.8333333333
1643,1643,power,256,16,64,UseConcMarkSweepGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.95,0.8333333333
1644,1644,power,256,16,96,UseConcMarkSweepGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.95,0.8333333333
1645,1645,power,256,32,96,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.95,0.8333333333
1646,1646,power,256,16,128,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.96,0.8333333333
1647,1647,power,256,32,128,UseParallelGC,3.5491583164,0.6412231171,5.3333333333,1,0,1.3333333333,13.3333333333,0.6666666667,1.33333333333.96,0.8333333333
