,min_heap,init_heap,max_heap,gc_name,entropy,complexity,dit,wmc,noc,cbo,rfc,lcom,ca,npm
0,16,16,16,2,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.777777777799999,3.11,1.4444444444
1,16,16,32,2,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.777777777799999,3.11,1.4444444444
2,16,32,32,2,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.777777777799999,3.12,1.4444444444
3,16,16,48,0,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.777777777799999,3.12,1.4444444444
4,16,32,48,3,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.777777777799999,3.13,1.4444444444
5,16,48,48,3,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.777777777799999,3.12,1.4444444444
6,16,16,64,1,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.777777777799999,3.12,1.4444444444
7,16,32,64,1,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.777777777799999,3.13,1.4444444444
8,16,48,64,4,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.777777777799999,3.13,1.4444444444
9,16,64,64,1,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.777777777799999,3.14,1.4444444444
10,16,16,96,1,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.777777777799999,3.13,1.4444444444
11,16,32,96,1,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.777777777799999,3.13,1.4444444444
12,16,48,96,4,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.777777777799999,3.14,1.4444444444
13,16,64,96,1,3.5637039932,0.5873828589,8.1111111111,0.7777777778,0.2222222222,3.1111111111,21.3333333333,14.777777777799999,3.14,1.4444444444
