index    prog_name    min_heap    init_heap    max_heap    gc_name
1061    mst    128.0    48.0    48.0    UseSerialGC
1062    mst    128.0    16.0    64.0    UseG1GC
1063    mst    128.0    32.0    64.0    UseG1GC
1064    mst    128.0    48.0    64.0    UseG1GC
1065    mst    128.0    64.0    64.0    UseG1GC
1066    mst    128.0    16.0    96.0    UseG1GC
1067    mst    128.0    32.0    96.0    UseG1GC
1068    mst    128.0    48.0    96.0    UseG1GC
1069    mst    128.0    64.0    96.0    UseG1GC
1070    mst    128.0    96.0    96.0    UseG1GC
1071    mst    128.0    16.0    128.0    UseG1GC
1072    mst    128.0    32.0    128.0    UseG1GC
1073    mst    128.0    48.0    128.0    UseG1GC
1074    mst    128.0    64.0    128.0    UseG1GC
1075    mst    128.0    96.0    128.0    UseG1GC
1076    mst    128.0    128.0    128.0    UseG1GC
1077    mst    128.0    16.0    160.0    UseG1GC
1078    mst    128.0    32.0    160.0    UseG1GC
1079    mst    128.0    48.0    160.0    UseG1GC
1080    mst    128.0    64.0    160.0    UseG1GC
1081    mst    128.0    96.0    160.0    UseG1GC
1082    mst    128.0    128.0    160.0    UseG1GC
1083    mst    128.0    160.0    160.0    UseG1GC
1084    mst    128.0    16.0    192.0    UseG1GC
1085    mst    128.0    32.0    192.0    UseG1GC
1086    mst    128.0    48.0    192.0    UseG1GC
1087    mst    128.0    64.0    192.0    UseG1GC
1088    mst    128.0    96.0    192.0    UseG1GC
1089    mst    128.0    128.0    192.0    UseG1GC
1090    mst    128.0    160.0    192.0    UseG1GC
1091    mst    128.0    192.0    192.0    UseG1GC
1092    mst    128.0    16.0    224.0    UseG1GC
1093    mst    128.0    32.0    224.0    UseG1GC
1094    mst    128.0    48.0    224.0    UseG1GC
1095    mst    128.0    64.0    224.0    UseG1GC
1096    mst    128.0    96.0    224.0    UseG1GC
1097    mst    128.0    128.0    224.0    UseG1GC
1098    mst    128.0    160.0    224.0    UseG1GC
1099    mst    128.0    192.0    224.0    UseG1GC
1100    mst    128.0    224.0    224.0    UseG1GC
1101    mst    128.0    16.0    256.0    UseG1GC
1102    mst    128.0    32.0    256.0    UseG1GC
1103    mst    128.0    48.0    256.0    UseG1GC
1104    mst    128.0    64.0    256.0    UseG1GC
1105    mst    128.0    96.0    256.0    UseG1GC
1106    mst    128.0    128.0    256.0    UseG1GC
1107    mst    128.0    160.0    256.0    UseG1GC
1108    mst    128.0    192.0    256.0    UseG1GC
1109    mst    128.0    224.0    256.0    UseG1GC
1110    mst    128.0    256.0    256.0    UseG1GC
1111    mst    128.0    16.0    512.0    UseG1GC
1112    mst    128.0    32.0    512.0    UseG1GC
1113    mst    128.0    48.0    512.0    UseG1GC
1114    mst    128.0    64.0    512.0    UseConcMarkSweepGC
1115    mst    128.0    96.0    512.0    UseConcMarkSweepGC
1116    mst    128.0    128.0    512.0    UseG1GC
1117    mst    128.0    160.0    512.0    UseConcMarkSweepGC
1118    mst    128.0    192.0    512.0    UseConcMarkSweepGC
1119    mst    128.0    224.0    512.0    UseConcMarkSweepGC
1120    mst    128.0    256.0    512.0    UseParallelGC
1121    mst    128.0    512.0    512.0    UseParallelGC
1122    mst    160.0    16.0    16.0    UseG1GC
1123    mst    160.0    16.0    32.0    UseG1GC
1124    mst    160.0    32.0    32.0    UseG1GC
1125    mst    160.0    16.0    48.0    UseG1GC
1126    mst    160.0    32.0    48.0    UseSerialGC
1127    mst    160.0    48.0    48.0    UseG1GC
1128    mst    160.0    16.0    64.0    UseG1GC
1129    mst    160.0    32.0    64.0    UseG1GC
1130    mst    160.0    48.0    64.0    UseSerialGC
1131    mst    160.0    64.0    64.0    UseG1GC
1132    mst    160.0    16.0    96.0    UseG1GC
1133    mst    160.0    32.0    96.0    UseG1GC
1134    mst    160.0    48.0    96.0    UseG1GC
1135    mst    160.0    64.0    96.0    UseG1GC
1136    mst    160.0    96.0    96.0    UseG1GC
1137    mst    160.0    16.0    128.0    UseG1GC
1138    mst    160.0    32.0    128.0    UseG1GC
1139    mst    160.0    48.0    128.0    UseG1GC
1140    mst    160.0    64.0    128.0    UseG1GC
1141    mst    160.0    96.0    128.0    UseG1GC
1142    mst    160.0    128.0    128.0    UseG1GC
1143    mst    160.0    16.0    160.0    UseG1GC
1144    mst    160.0    32.0    160.0    UseG1GC
1145    mst    160.0    48.0    160.0    UseG1GC
1146    mst    160.0    64.0    160.0    UseG1GC
1147    mst    160.0    96.0    160.0    UseG1GC
1148    mst    160.0    128.0    160.0    UseG1GC
1149    mst    160.0    160.0    160.0    UseG1GC
1150    mst    160.0    16.0    192.0    UseG1GC
1151    mst    160.0    32.0    192.0    UseG1GC
1152    mst    160.0    48.0    192.0    UseG1GC
1153    mst    160.0    64.0    192.0    UseG1GC
1154    mst    160.0    96.0    192.0    UseG1GC
1155    mst    160.0    128.0    192.0    UseG1GC
1156    mst    160.0    160.0    192.0    UseG1GC
1157    mst    160.0    192.0    192.0    UseG1GC
1158    mst    160.0    16.0    224.0    UseG1GC
1159    mst    160.0    32.0    224.0    UseG1GC
1160    mst    160.0    48.0    224.0    UseG1GC
1161    mst    160.0    64.0    224.0    UseG1GC
1162    mst    160.0    96.0    224.0    UseG1GC
1163    mst    160.0    128.0    224.0    UseG1GC
1164    mst    160.0    160.0    224.0    UseG1GC
1165    mst    160.0    192.0    224.0    UseG1GC
1166    mst    160.0    224.0    224.0    UseG1GC
1167    mst    160.0    16.0    256.0    UseG1GC
1168    mst    160.0    32.0    256.0    UseG1GC
1169    mst    160.0    48.0    256.0    UseG1GC
1170    mst    160.0    64.0    256.0    UseG1GC
1171    mst    160.0    96.0    256.0    UseG1GC
1172    mst    160.0    128.0    256.0    UseG1GC
1173    mst    160.0    160.0    256.0    UseG1GC
1174    mst    160.0    192.0    256.0    UseG1GC
1175    mst    160.0    224.0    256.0    UseG1GC
1176    mst    160.0    256.0    256.0    UseG1GC
1177    mst    160.0    16.0    512.0    UseG1GC
1178    mst    160.0    32.0    512.0    UseG1GC
1179    mst    160.0    48.0    512.0    UseG1GC
1180    mst    160.0    64.0    512.0    UseG1GC
1181    mst    160.0    96.0    512.0    UseG1GC
1182    mst    160.0    128.0    512.0    UseG1GC
1183    mst    160.0    160.0    512.0    UseG1GC
1184    mst    160.0    192.0    512.0    UseG1GC
1185    mst    160.0    224.0    512.0    UseG1GC
1186    mst    160.0    256.0    512.0    UseParallelGC
1187    mst    160.0    512.0    512.0    UseParallelGC
1188    mst    192.0    16.0    16.0    UseG1GC
1189    mst    192.0    16.0    32.0    UseG1GC
1190    mst    192.0    32.0    32.0    UseG1GC
1191    mst    192.0    16.0    48.0    UseG1GC
1192    mst    192.0    32.0    48.0    UseG1GC
1193    mst    192.0    48.0    48.0    UseG1GC
1194    mst    192.0    16.0    64.0    UseG1GC
1195    mst    192.0    32.0    64.0    UseG1GC
1196    mst    192.0    48.0    64.0    UseSerialGC
1197    mst    192.0    64.0    64.0    UseSerialGC
1198    mst    192.0    16.0    96.0    UseG1GC
1199    mst    192.0    32.0    96.0    UseG1GC
1200    mst    192.0    48.0    96.0    UseG1GC
1201    mst    192.0    64.0    96.0    UseG1GC
1202    mst    192.0    96.0    96.0    UseG1GC
1203    mst    192.0    16.0    128.0    UseG1GC
1204    mst    192.0    32.0    128.0    UseG1GC
1205    mst    192.0    48.0    128.0    UseG1GC
1206    mst    192.0    64.0    128.0    UseG1GC
1207    mst    192.0    96.0    128.0    UseG1GC
1208    mst    192.0    128.0    128.0    UseG1GC
1209    mst    192.0    16.0    160.0    UseG1GC
1210    mst    192.0    32.0    160.0    UseG1GC
1211    mst    192.0    48.0    160.0    UseG1GC
1212    mst    192.0    64.0    160.0    UseG1GC
1213    mst    192.0    96.0    160.0    UseG1GC
1214    mst    192.0    128.0    160.0    UseG1GC
1215    mst    192.0    160.0    160.0    UseG1GC
1216    mst    192.0    16.0    192.0    UseG1GC
1217    mst    192.0    32.0    192.0    UseG1GC
1218    mst    192.0    48.0    192.0    UseG1GC
1219    mst    192.0    64.0    192.0    UseG1GC
1220    mst    192.0    96.0    192.0    UseG1GC
1221    mst    192.0    128.0    192.0    UseG1GC
1222    mst    192.0    160.0    192.0    UseG1GC
1223    mst    192.0    192.0    192.0    UseG1GC
1224    mst    192.0    16.0    224.0    UseG1GC
1225    mst    192.0    32.0    224.0    UseG1GC
1226    mst    192.0    48.0    224.0    UseG1GC
1227    mst    192.0    64.0    224.0    UseG1GC
1228    mst    192.0    96.0    224.0    UseG1GC
1229    mst    192.0    128.0    224.0    UseG1GC
1230    mst    192.0    160.0    224.0    UseG1GC
1231    mst    192.0    192.0    224.0    UseParNewGC
1232    mst    192.0    224.0    224.0    UseParNewGC
1233    mst    192.0    16.0    256.0    UseG1GC
1234    mst    192.0    32.0    256.0    UseG1GC
1235    mst    192.0    48.0    256.0    UseG1GC
1236    mst    192.0    64.0    256.0    UseG1GC
1237    mst    192.0    96.0    256.0    UseG1GC
1238    mst    192.0    128.0    256.0    UseG1GC
1239    mst    192.0    160.0    256.0    UseG1GC
1240    mst    192.0    192.0    256.0    UseParNewGC
1241    mst    192.0    224.0    256.0    UseParNewGC
1242    mst    192.0    256.0    256.0    UseG1GC
1243    mst    192.0    16.0    512.0    UseG1GC
1244    mst    192.0    32.0    512.0    UseG1GC
1245    mst    192.0    48.0    512.0    UseG1GC
1246    mst    192.0    64.0    512.0    UseG1GC
1247    mst    192.0    96.0    512.0    UseG1GC
1248    mst    192.0    128.0    512.0    UseG1GC
1249    mst    192.0    160.0    512.0    UseG1GC
1250    mst    192.0    192.0    512.0    UseG1GC
1251    mst    192.0    224.0    512.0    UseG1GC
1252    mst    192.0    256.0    512.0    UseG1GC
1253    mst    192.0    512.0    512.0    UseG1GC
1254    mst    224.0    16.0    16.0    UseG1GC
1255    mst    224.0    16.0    32.0    UseG1GC
1256    mst    224.0    32.0    32.0    UseSerialGC
1257    mst    224.0    16.0    48.0    UseG1GC
1258    mst    224.0    32.0    48.0    UseG1GC
1259    mst    224.0    48.0    48.0    UseG1GC
1260    mst    224.0    16.0    64.0    UseG1GC
1261    mst    224.0    32.0    64.0    UseG1GC
1262    mst    224.0    48.0    64.0    UseG1GC
1263    mst    224.0    64.0    64.0    UseG1GC
1264    mst    224.0    16.0    96.0    UseG1GC
1265    mst    224.0    32.0    96.0    UseG1GC
1266    mst    224.0    48.0    96.0    UseG1GC
1267    mst    224.0    64.0    96.0    UseG1GC
1268    mst    224.0    96.0    96.0    UseG1GC
1269    mst    224.0    16.0    128.0    UseG1GC
1270    mst    224.0    32.0    128.0    UseG1GC
1271    mst    224.0    48.0    128.0    UseG1GC
1272    mst    224.0    64.0    128.0    UseG1GC
1273    mst    224.0    96.0    128.0    UseG1GC
1274    mst    224.0    128.0    128.0    UseG1GC
1275    mst    224.0    16.0    160.0    UseG1GC
1276    mst    224.0    32.0    160.0    UseG1GC
1277    mst    224.0    48.0    160.0    UseG1GC
1278    mst    224.0    64.0    160.0    UseG1GC
1279    mst    224.0    96.0    160.0    UseG1GC
1280    mst    224.0    128.0    160.0    UseG1GC
1281    mst    224.0    160.0    160.0    UseG1GC
1282    mst    224.0    16.0    192.0    UseG1GC
1283    mst    224.0    32.0    192.0    UseG1GC
1284    mst    224.0    48.0    192.0    UseG1GC
1285    mst    224.0    64.0    192.0    UseG1GC
1286    mst    224.0    96.0    192.0    UseG1GC
1287    mst    224.0    128.0    192.0    UseG1GC
1288    mst    224.0    160.0    192.0    UseG1GC
1289    mst    224.0    192.0    192.0    UseG1GC
1290    mst    224.0    16.0    224.0    UseG1GC
1291    mst    224.0    32.0    224.0    UseG1GC
1292    mst    224.0    48.0    224.0    UseG1GC
1293    mst    224.0    64.0    224.0    UseG1GC
1294    mst    224.0    96.0    224.0    UseG1GC
1295    mst    224.0    128.0    224.0    UseG1GC
1296    mst    224.0    160.0    224.0    UseG1GC
1297    mst    224.0    192.0    224.0    UseParNewGC
1298    mst    224.0    224.0    224.0    UseG1GC
1299    mst    224.0    16.0    256.0    UseG1GC
1300    mst    224.0    32.0    256.0    UseG1GC
1301    mst    224.0    48.0    256.0    UseG1GC
1302    mst    224.0    64.0    256.0    UseG1GC
1303    mst    224.0    96.0    256.0    UseG1GC
1304    mst    224.0    128.0    256.0    UseG1GC
1305    mst    224.0    160.0    256.0    UseG1GC
1306    mst    224.0    192.0    256.0    UseParNewGC
1307    mst    224.0    224.0    256.0    UseParNewGC
1308    mst    224.0    256.0    256.0    UseParNewGC
1309    mst    224.0    16.0    512.0    UseG1GC
1310    mst    224.0    32.0    512.0    UseG1GC
1311    mst    224.0    48.0    512.0    UseG1GC
1312    mst    224.0    64.0    512.0    UseG1GC
1313    mst    224.0    96.0    512.0    UseG1GC
1314    mst    224.0    128.0    512.0    UseG1GC
1315    mst    224.0    160.0    512.0    UseG1GC
1316    mst    224.0    192.0    512.0    UseG1GC
1317    mst    224.0    224.0    512.0    UseG1GC
1318    mst    224.0    256.0    512.0    UseG1GC
1319    mst    224.0    512.0    512.0    UseG1GC
1320    mst    256.0    16.0    16.0    UseG1GC
1321    mst    256.0    16.0    32.0    UseG1GC
1322    mst    256.0    32.0    32.0    UseG1GC
1323    mst    256.0    16.0    48.0    UseG1GC
1324    mst    256.0    32.0    48.0    UseG1GC
1325    mst    256.0    48.0    48.0    UseG1GC
1326    mst    256.0    16.0    64.0    UseG1GC
1327    mst    256.0    32.0    64.0    UseG1GC
1328    mst    256.0    48.0    64.0    UseSerialGC
1329    mst    256.0    64.0    64.0    UseG1GC
1330    mst    256.0    16.0    96.0    UseG1GC
1331    mst    256.0    32.0    96.0    UseG1GC
1332    mst    256.0    48.0    96.0    UseG1GC
1333    mst    256.0    64.0    96.0    UseG1GC
1334    mst    256.0    96.0    96.0    UseG1GC
1335    mst    256.0    16.0    128.0    UseG1GC
1336    mst    256.0    32.0    128.0    UseG1GC
1337    mst    256.0    48.0    128.0    UseG1GC
1338    mst    256.0    64.0    128.0    UseG1GC
1339    mst    256.0    96.0    128.0    UseG1GC
1340    mst    256.0    128.0    128.0    UseG1GC
1341    mst    256.0    16.0    160.0    UseG1GC
1342    mst    256.0    32.0    160.0    UseG1GC
1343    mst    256.0    48.0    160.0    UseG1GC
1344    mst    256.0    64.0    160.0    UseG1GC
1345    mst    256.0    96.0    160.0    UseG1GC
1346    mst    256.0    128.0    160.0    UseG1GC
1347    mst    256.0    160.0    160.0    UseG1GC
1348    mst    256.0    16.0    192.0    UseG1GC
1349    mst    256.0    32.0    192.0    UseG1GC
1350    mst    256.0    48.0    192.0    UseG1GC
1351    mst    256.0    64.0    192.0    UseG1GC
1352    mst    256.0    96.0    192.0    UseG1GC
1353    mst    256.0    128.0    192.0    UseG1GC
1354    mst    256.0    160.0    192.0    UseG1GC
1355    mst    256.0    192.0    192.0    UseG1GC
1356    mst    256.0    16.0    224.0    UseG1GC
1357    mst    256.0    32.0    224.0    UseG1GC
1358    mst    256.0    48.0    224.0    UseG1GC
1359    mst    256.0    64.0    224.0    UseG1GC
1360    mst    256.0    96.0    224.0    UseG1GC
1361    mst    256.0    128.0    224.0    UseG1GC
1362    mst    256.0    160.0    224.0    UseG1GC
1363    mst    256.0    192.0    224.0    UseG1GC
1364    mst    256.0    224.0    224.0    UseG1GC
1365    mst    256.0    16.0    256.0    UseG1GC
1366    mst    256.0    32.0    256.0    UseG1GC
1367    mst    256.0    48.0    256.0    UseG1GC
1368    mst    256.0    64.0    256.0    UseG1GC
1369    mst    256.0    96.0    256.0    UseG1GC
1370    mst    256.0    128.0    256.0    UseG1GC
1371    mst    256.0    160.0    256.0    UseG1GC
1372    mst    256.0    192.0    256.0    UseG1GC
1373    mst    256.0    224.0    256.0    UseG1GC
1374    mst    256.0    256.0    256.0    UseG1GC
1375    mst    256.0    16.0    512.0    UseG1GC
1376    mst    256.0    32.0    512.0    UseG1GC
1377    mst    256.0    48.0    512.0    UseG1GC
1378    mst    256.0    64.0    512.0    UseG1GC
1379    mst    256.0    96.0    512.0    UseG1GC
1380    mst    256.0    128.0    512.0    UseG1GC
1381    mst    256.0    160.0    512.0    UseG1GC
1382    mst    256.0    192.0    512.0    UseG1GC
1383    mst    256.0    224.0    512.0    UseG1GC
1384    mst    256.0    256.0    512.0    UseG1GC
1385    mst    256.0    512.0    512.0    UseG1GC
1386    mst    512.0    16.0    16.0    UseG1GC
1387    mst    512.0    16.0    32.0    UseG1GC
1388    mst    512.0    32.0    32.0    UseG1GC
1389    mst    512.0    16.0    48.0    UseG1GC
1390    mst    512.0    32.0    48.0    UseG1GC
1391    mst    512.0    48.0    48.0    UseG1GC
1392    mst    512.0    16.0    64.0    UseG1GC
1393    mst    512.0    32.0    64.0    UseG1GC
1394    mst    512.0    48.0    64.0    UseG1GC
1395    mst    512.0    64.0    64.0    UseG1GC
1396    mst    512.0    16.0    96.0    UseG1GC
1397    mst    512.0    32.0    96.0    UseG1GC
1398    mst    512.0    48.0    96.0    UseG1GC
1399    mst    512.0    64.0    96.0    UseSerialGC
1400    mst    512.0    96.0    96.0    UseG1GC
1401    mst    512.0    16.0    128.0    UseG1GC
1402    mst    512.0    32.0    128.0    UseG1GC
1403    mst    512.0    48.0    128.0    UseG1GC
1404    mst    512.0    64.0    128.0    UseG1GC
1405    mst    512.0    96.0    128.0    UseG1GC
1406    mst    512.0    128.0    128.0    UseG1GC
1407    mst    512.0    16.0    160.0    UseG1GC
1408    mst    512.0    32.0    160.0    UseG1GC
1409    mst    512.0    48.0    160.0    UseG1GC
1410    mst    512.0    64.0    160.0    UseG1GC
1411    mst    512.0    96.0    160.0    UseG1GC
1412    mst    512.0    128.0    160.0    UseG1GC
1413    mst    512.0    160.0    160.0    UseG1GC
1414    mst    512.0    16.0    192.0    UseG1GC
1415    mst    512.0    32.0    192.0    UseG1GC
1416    mst    512.0    48.0    192.0    UseG1GC
1417    mst    512.0    64.0    192.0    UseG1GC
1418    mst    512.0    96.0    192.0    UseG1GC
1419    mst    512.0    128.0    192.0    UseG1GC
1420    mst    512.0    160.0    192.0    UseG1GC
1421    mst    512.0    192.0    192.0    UseG1GC
1422    mst    512.0    16.0    224.0    UseG1GC
1423    mst    512.0    32.0    224.0    UseG1GC
1424    mst    512.0    48.0    224.0    UseG1GC
1425    mst    512.0    64.0    224.0    UseG1GC
1426    mst    512.0    96.0    224.0    UseG1GC
1427    mst    512.0    128.0    224.0    UseG1GC
1428    mst    512.0    160.0    224.0    UseG1GC
1429    mst    512.0    192.0    224.0    UseG1GC
1430    mst    512.0    224.0    224.0    UseG1GC
1431    mst    512.0    16.0    256.0    UseG1GC
1432    mst    512.0    32.0    256.0    UseG1GC
1433    mst    512.0    48.0    256.0    UseG1GC
1434    mst    512.0    64.0    256.0    UseG1GC
1435    mst    512.0    96.0    256.0    UseG1GC
1436    mst    512.0    128.0    256.0    UseG1GC
1437    mst    512.0    160.0    256.0    UseG1GC
1438    mst    512.0    192.0    256.0    UseG1GC
1439    mst    512.0    224.0    256.0    UseG1GC
1440    mst    512.0    256.0    256.0    UseG1GC
1441    mst    512.0    16.0    512.0    UseG1GC
1442    mst    512.0    32.0    512.0    UseG1GC
1443    mst    512.0    48.0    512.0    UseG1GC
1444    mst    512.0    64.0    512.0    UseG1GC
1445    mst    512.0    96.0    512.0    UseG1GC
1446    mst    512.0    128.0    512.0    UseG1GC
1447    mst    512.0    160.0    512.0    UseG1GC
1448    mst    512.0    192.0    512.0    UseG1GC
1449    mst    512.0    224.0    512.0    UseG1GC
1450    mst    512.0    256.0    512.0    UseG1GC
1451    mst    512.0    512.0    512.0    UseParNewGC
1452    power    16.0    16.0    16.0    UseG1GC
1453    power    16.0    16.0    32.0    UseParNewGC
1454    power    16.0    32.0    32.0    UseParallelGC
1455    power    16.0    16.0    48.0    UseSerialGC
1456    power    16.0    32.0    48.0    UseG1GC
1457    power    16.0    48.0    64.0    UseParallelGC
1458    power    16.0    64.0    64.0    UseSerialGC
1459    power    16.0    16.0    96.0    UseG1GC
1460    power    16.0    32.0    96.0    UseG1GC
1461    power    16.0    48.0    96.0    UseParNewGC
1462    power    16.0    64.0    96.0    UseParNewGC
1463    power    16.0    96.0    96.0    UseSerialGC
1464    power    16.0    16.0    128.0    UseG1GC
1465    power    16.0    32.0    128.0    UseG1GC
1466    power    16.0    64.0    128.0    UseParallelGC
1467    power    16.0    96.0    128.0    UseG1GC
1468    power    16.0    128.0    128.0    UseParNewGC
1469    power    16.0    16.0    160.0    UseG1GC
1470    power    16.0    32.0    160.0    UseParallelGC
1471    power    16.0    64.0    160.0    UseParallelGC
1472    power    16.0    96.0    160.0    UseSerialGC
1473    power    16.0    128.0    160.0    UseG1GC
1474    power    16.0    160.0    160.0    UseG1GC
1475    power    16.0    16.0    192.0    UseConcMarkSweepGC
1476    power    16.0    32.0    192.0    UseParallelGC
1477    power    16.0    48.0    192.0    UseSerialGC
1478    power    16.0    64.0    192.0    UseG1GC
1479    power    16.0    128.0    192.0    UseG1GC
1480    power    16.0    160.0    192.0    UseParNewGC
1481    power    16.0    192.0    192.0    UseParallelGC
1482    power    16.0    16.0    224.0    UseSerialGC
1483    power    16.0    48.0    224.0    UseG1GC
1484    power    16.0    64.0    224.0    UseG1GC
1485    power    16.0    96.0    224.0    UseG1GC
1486    power    16.0    128.0    224.0    UseConcMarkSweepGC
1487    power    16.0    160.0    224.0    UseParallelGC
1488    power    16.0    192.0    224.0    UseSerialGC
1489    power    16.0    224.0    224.0    UseParallelGC
1490    power    16.0    32.0    256.0    UseParNewGC
1491    power    16.0    48.0    256.0    UseParNewGC
1492    power    16.0    64.0    256.0    UseParNewGC
1493    power    16.0    128.0    256.0    UseSerialGC
1494    power    16.0    160.0    256.0    UseSerialGC
1495    power    16.0    192.0    256.0    UseParNewGC
1496    power    16.0    224.0    256.0    UseConcMarkSweepGC
1497    power    16.0    256.0    256.0    UseSerialGC
1498    power    16.0    16.0    512.0    UseSerialGC
1499    power    16.0    32.0    512.0    UseParNewGC
1500    power    16.0    48.0    512.0    UseSerialGC
1501    power    16.0    64.0    512.0    UseG1GC
1502    power    16.0    96.0    512.0    UseParNewGC
1503    power    16.0    128.0    512.0    UseParallelGC
1504    power    16.0    160.0    512.0    UseParNewGC
1505    power    16.0    224.0    512.0    UseSerialGC
1506    power    16.0    256.0    512.0    UseParNewGC
1507    power    16.0    512.0    512.0    UseG1GC
1508    power    32.0    16.0    16.0    UseG1GC
1509    power    32.0    16.0    32.0    UseSerialGC
1510    power    32.0    16.0    48.0    UseParNewGC
1511    power    32.0    32.0    48.0    UseParallelGC
1512    power    32.0    16.0    64.0    UseParallelGC
1513    power    32.0    32.0    64.0    UseParallelGC
1514    power    32.0    48.0    64.0    UseParallelGC
1515    power    32.0    16.0    96.0    UseParNewGC
1516    power    32.0    32.0    96.0    UseParallelGC
1517    power    32.0    48.0    96.0    UseParallelGC
1518    power    32.0    64.0    96.0    UseParallelGC
1519    power    32.0    96.0    96.0    UseParallelGC
1520    power    32.0    16.0    128.0    UseSerialGC
1521    power    32.0    32.0    128.0    UseParallelGC
1522    power    32.0    48.0    128.0    UseParallelGC
1523    power    32.0    64.0    128.0    UseParallelGC
1524    power    32.0    128.0    128.0    UseParallelGC
1525    power    32.0    128.0    160.0    UseParallelGC
1526    power    32.0    160.0    160.0    UseParallelGC
1527    power    32.0    16.0    192.0    UseConcMarkSweepGC
1528    power    32.0    64.0    192.0    UseParallelGC
1529    power    32.0    128.0    192.0    UseParallelGC
1530    power    32.0    160.0    192.0    UseParallelGC
1531    power    32.0    16.0    224.0    UseParNewGC
1532    power    32.0    128.0    224.0    UseParallelGC
1533    power    32.0    224.0    224.0    UseParallelGC
1534    power    32.0    32.0    256.0    UseParallelGC
1535    power    32.0    96.0    256.0    UseParallelGC
1536    power    32.0    160.0    256.0    UseParallelGC
1537    power    32.0    192.0    256.0    UseParallelGC
1538    power    32.0    224.0    256.0    UseParallelGC
1539    power    32.0    256.0    256.0    UseParallelGC
1540    power    32.0    16.0    512.0    UseParNewGC
1541    power    32.0    64.0    512.0    UseParallelGC
1542    power    32.0    224.0    512.0    UseParallelGC
1543    power    32.0    512.0    512.0    UseParallelGC
1544    power    48.0    16.0    16.0    UseG1GC
1545    power    48.0    16.0    32.0    UseG1GC
1546    power    48.0    32.0    32.0    UseParallelGC
1547    power    48.0    16.0    48.0    UseParNewGC
1548    power    48.0    16.0    64.0    UseSerialGC
1549    power    48.0    16.0    128.0    UseConcMarkSweepGC
1550    power    48.0    32.0    128.0    UseParallelGC
1551    power    48.0    16.0    192.0    UseSerialGC
1552    power    48.0    16.0    224.0    UseSerialGC
1553    power    48.0    16.0    256.0    UseParNewGC
1554    power    48.0    16.0    512.0    UseConcMarkSweepGC
1555    power    64.0    16.0    16.0    UseG1GC
1556    power    64.0    32.0    32.0    UseParallelGC
1557    power    64.0    16.0    48.0    UseSerialGC
1558    power    64.0    32.0    48.0    UseParallelGC
1559    power    64.0    16.0    96.0    UseParallelGC
1560    power    64.0    32.0    96.0    UseParallelGC
1561    power    64.0    16.0    128.0    UseSerialGC
1562    power    64.0    32.0    128.0    UseParallelGC
1563    power    64.0    16.0    160.0    UseParNewGC
1564    power    64.0    32.0    160.0    UseParallelGC
1565    power    64.0    16.0    192.0    UseSerialGC
1566    power    64.0    32.0    192.0    UseParallelGC
1567    power    64.0    16.0    224.0    UseConcMarkSweepGC
1568    power    64.0    32.0    256.0    UseParallelGC
1569    power    64.0    16.0    512.0    UseParallelGC
1570    power    96.0    16.0    16.0    UseG1GC
1571    power    96.0    16.0    32.0    UseG1GC
1572    power    96.0    32.0    32.0    UseParallelGC
1573    power    96.0    16.0    48.0    UseConcMarkSweepGC
1574    power    96.0    16.0    64.0    UseSerialGC
1575    power    96.0    16.0    96.0    UseG1GC
1576    power    96.0    32.0    96.0    UseParallelGC
1577    power    96.0    16.0    128.0    UseParallelGC
1578    power    96.0    32.0    128.0    UseParallelGC
1579    power    96.0    16.0    160.0    UseG1GC
1580    power    96.0    16.0    192.0    UseParallelGC
1581    power    96.0    16.0    224.0    UseSerialGC
1582    power    96.0    16.0    256.0    UseSerialGC
1583    power    96.0    16.0    512.0    UseConcMarkSweepGC
1584    power    96.0    32.0    512.0    UseParallelGC
1585    power    128.0    16.0    16.0    UseG1GC
1586    power    128.0    16.0    32.0    UseG1GC
1587    power    128.0    16.0    48.0    UseParallelGC
1588    power    128.0    32.0    48.0    UseParallelGC
1589    power    128.0    16.0    64.0    UseG1GC
1590    power    128.0    32.0    64.0    UseParallelGC
1591    power    128.0    16.0    96.0    UseConcMarkSweepGC
1592    power    128.0    32.0    96.0    UseParallelGC
1593    power    128.0    16.0    160.0    UseParNewGC
1594    power    128.0    16.0    192.0    UseSerialGC
1595    power    128.0    16.0    224.0    UseParNewGC
1596    power    128.0    16.0    256.0    UseParNewGC
1597    power    128.0    16.0    512.0    UseParallelGC
1598    power    128.0    32.0    512.0    UseParallelGC
1599    power    160.0    16.0    16.0    UseG1GC
1600    power    160.0    16.0    32.0    UseConcMarkSweepGC
1601    power    160.0    32.0    32.0    UseParallelGC
1602    power    160.0    16.0    48.0    UseParNewGC
1603    power    160.0    32.0    48.0    UseParallelGC
1604    power    160.0    16.0    64.0    UseG1GC
1605    power    160.0    16.0    96.0    UseSerialGC
1606    power    160.0    16.0    128.0    UseSerialGC
1607    power    160.0    16.0    160.0    UseConcMarkSweepGC
1608    power    160.0    16.0    192.0    UseParNewGC
1609    power    160.0    16.0    224.0    UseG1GC
1610    power    160.0    16.0    256.0    UseG1GC
1611    power    160.0    32.0    256.0    UseParallelGC
1612    power    160.0    16.0    512.0    UseParNewGC
1613    power    192.0    16.0    16.0    UseG1GC
1614    power    192.0    32.0    32.0    UseParallelGC
1615    power    192.0    16.0    48.0    UseParNewGC
