index    prog_name    min_heap    init_heap    max_heap    gc_name
519    bh    192.0    48.0    512.0    UseConcMarkSweepGC
520    bh    192.0    64.0    512.0    UseConcMarkSweepGC
521    bh    192.0    96.0    512.0    UseConcMarkSweepGC
522    bh    192.0    128.0    512.0    UseConcMarkSweepGC
523    bh    192.0    160.0    512.0    UseSerialGC
524    bh    192.0    192.0    512.0    UseSerialGC
525    bh    192.0    224.0    512.0    UseSerialGC
526    bh    192.0    256.0    512.0    UseSerialGC
527    bh    192.0    512.0    512.0    UseSerialGC
528    bh    224.0    16.0    16.0    UseG1GC
529    bh    224.0    16.0    32.0    UseG1GC
530    bh    224.0    32.0    32.0    UseG1GC
531    bh    224.0    16.0    48.0    UseG1GC
532    bh    224.0    32.0    48.0    UseG1GC
533    bh    224.0    48.0    48.0    UseG1GC
534    bh    224.0    16.0    64.0    UseG1GC
535    bh    224.0    32.0    64.0    UseG1GC
536    bh    224.0    48.0    64.0    UseG1GC
537    bh    224.0    64.0    64.0    UseG1GC
538    bh    224.0    16.0    96.0    UseG1GC
539    bh    224.0    32.0    96.0    UseG1GC
540    bh    224.0    48.0    96.0    UseG1GC
541    bh    224.0    64.0    96.0    UseG1GC
542    bh    224.0    96.0    96.0    UseG1GC
543    bh    224.0    16.0    128.0    UseParNewGC
544    bh    224.0    32.0    128.0    UseSerialGC
545    bh    224.0    48.0    128.0    UseSerialGC
546    bh    224.0    64.0    128.0    UseSerialGC
547    bh    224.0    96.0    128.0    UseG1GC
548    bh    224.0    128.0    128.0    UseG1GC
549    bh    224.0    16.0    160.0    UseParNewGC
550    bh    224.0    32.0    160.0    UseSerialGC
551    bh    224.0    48.0    160.0    UseParNewGC
552    bh    224.0    64.0    160.0    UseSerialGC
553    bh    224.0    96.0    160.0    UseConcMarkSweepGC
554    bh    224.0    128.0    160.0    UseG1GC
555    bh    224.0    160.0    160.0    UseG1GC
556    bh    224.0    16.0    192.0    UseParNewGC
557    bh    224.0    32.0    192.0    UseConcMarkSweepGC
558    bh    224.0    48.0    192.0    UseParallelGC
559    bh    224.0    64.0    192.0    UseParNewGC
560    bh    224.0    96.0    192.0    UseConcMarkSweepGC
561    bh    224.0    128.0    192.0    UseConcMarkSweepGC
562    bh    224.0    160.0    192.0    UseConcMarkSweepGC
563    bh    224.0    192.0    192.0    UseG1GC
564    bh    224.0    16.0    224.0    UseParNewGC
565    bh    224.0    32.0    224.0    UseSerialGC
566    bh    224.0    48.0    224.0    UseParNewGC
567    bh    224.0    64.0    224.0    UseParallelGC
568    bh    224.0    96.0    224.0    UseParallelGC
569    bh    224.0    128.0    224.0    UseConcMarkSweepGC
570    bh    224.0    160.0    224.0    UseConcMarkSweepGC
571    bh    224.0    192.0    224.0    UseSerialGC
572    bh    224.0    224.0    224.0    UseG1GC
573    bh    224.0    16.0    256.0    UseConcMarkSweepGC
574    bh    224.0    32.0    256.0    UseConcMarkSweepGC
575    bh    224.0    48.0    256.0    UseConcMarkSweepGC
576    bh    224.0    64.0    256.0    UseConcMarkSweepGC
577    bh    224.0    96.0    256.0    UseConcMarkSweepGC
578    bh    224.0    128.0    256.0    UseConcMarkSweepGC
579    bh    224.0    160.0    256.0    UseSerialGC
580    bh    224.0    192.0    256.0    UseSerialGC
581    bh    224.0    224.0    256.0    UseSerialGC
582    bh    224.0    256.0    256.0    UseSerialGC
583    bh    224.0    16.0    512.0    UseParNewGC
584    bh    224.0    32.0    512.0    UseConcMarkSweepGC
585    bh    224.0    48.0    512.0    UseConcMarkSweepGC
586    bh    224.0    64.0    512.0    UseConcMarkSweepGC
587    bh    224.0    96.0    512.0    UseConcMarkSweepGC
588    bh    224.0    128.0    512.0    UseConcMarkSweepGC
589    bh    224.0    160.0    512.0    UseSerialGC
590    bh    224.0    192.0    512.0    UseSerialGC
591    bh    224.0    224.0    512.0    UseSerialGC
592    bh    224.0    256.0    512.0    UseSerialGC
593    bh    224.0    512.0    512.0    UseSerialGC
594    bh    256.0    16.0    16.0    UseG1GC
595    bh    256.0    16.0    32.0    UseG1GC
596    bh    256.0    32.0    32.0    UseG1GC
597    bh    256.0    16.0    48.0    UseG1GC
598    bh    256.0    32.0    48.0    UseG1GC
599    bh    256.0    48.0    48.0    UseG1GC
600    bh    256.0    16.0    64.0    UseG1GC
601    bh    256.0    32.0    64.0    UseG1GC
602    bh    256.0    48.0    64.0    UseG1GC
603    bh    256.0    64.0    64.0    UseG1GC
604    bh    256.0    16.0    96.0    UseG1GC
605    bh    256.0    32.0    96.0    UseG1GC
606    bh    256.0    48.0    96.0    UseG1GC
607    bh    256.0    64.0    96.0    UseG1GC
608    bh    256.0    96.0    96.0    UseG1GC
609    bh    256.0    16.0    128.0    UseParNewGC
610    bh    256.0    32.0    128.0    UseSerialGC
611    bh    256.0    48.0    128.0    UseParNewGC
612    bh    256.0    64.0    128.0    UseConcMarkSweepGC
613    bh    256.0    96.0    128.0    UseG1GC
614    bh    256.0    128.0    128.0    UseG1GC
615    bh    256.0    16.0    160.0    UseParNewGC
616    bh    256.0    32.0    160.0    UseParNewGC
617    bh    256.0    48.0    160.0    UseParallelGC
618    bh    256.0    64.0    160.0    UseParallelGC
619    bh    256.0    96.0    160.0    UseConcMarkSweepGC
620    bh    256.0    128.0    160.0    UseG1GC
621    bh    256.0    160.0    160.0    UseG1GC
622    bh    256.0    16.0    192.0    UseParNewGC
623    bh    256.0    32.0    192.0    UseSerialGC
624    bh    256.0    48.0    192.0    UseParallelGC
625    bh    256.0    64.0    192.0    UseParallelGC
626    bh    256.0    96.0    192.0    UseConcMarkSweepGC
627    bh    256.0    128.0    192.0    UseConcMarkSweepGC
628    bh    256.0    160.0    192.0    UseConcMarkSweepGC
629    bh    256.0    192.0    192.0    UseG1GC
630    bh    256.0    16.0    224.0    UseParNewGC
631    bh    256.0    32.0    224.0    UseSerialGC
632    bh    256.0    48.0    224.0    UseSerialGC
633    bh    256.0    64.0    224.0    UseParallelGC
634    bh    256.0    96.0    224.0    UseParallelGC
635    bh    256.0    128.0    224.0    UseConcMarkSweepGC
636    bh    256.0    160.0    224.0    UseConcMarkSweepGC
637    bh    256.0    192.0    224.0    UseSerialGC
638    bh    256.0    224.0    224.0    UseG1GC
639    bh    256.0    16.0    256.0    UseParNewGC
640    bh    256.0    32.0    256.0    UseSerialGC
641    bh    256.0    48.0    256.0    UseParallelGC
642    bh    256.0    64.0    256.0    UseParNewGC
643    bh    256.0    96.0    256.0    UseParallelGC
644    bh    256.0    128.0    256.0    UseConcMarkSweepGC
645    bh    256.0    160.0    256.0    UseConcMarkSweepGC
646    bh    256.0    192.0    256.0    UseSerialGC
647    bh    256.0    224.0    256.0    UseSerialGC
648    bh    256.0    256.0    256.0    UseG1GC
649    bh    256.0    16.0    512.0    UseParNewGC
650    bh    256.0    32.0    512.0    UseConcMarkSweepGC
651    bh    256.0    48.0    512.0    UseConcMarkSweepGC
652    bh    256.0    64.0    512.0    UseConcMarkSweepGC
653    bh    256.0    96.0    512.0    UseConcMarkSweepGC
654    bh    256.0    128.0    512.0    UseConcMarkSweepGC
655    bh    256.0    160.0    512.0    UseSerialGC
656    bh    256.0    192.0    512.0    UseSerialGC
657    bh    256.0    224.0    512.0    UseSerialGC
658    bh    256.0    256.0    512.0    UseSerialGC
659    bh    256.0    512.0    512.0    UseSerialGC
660    bh    512.0    16.0    16.0    UseG1GC
661    bh    512.0    16.0    32.0    UseG1GC
662    bh    512.0    32.0    32.0    UseG1GC
663    bh    512.0    16.0    48.0    UseG1GC
664    bh    512.0    32.0    48.0    UseG1GC
665    bh    512.0    48.0    48.0    UseG1GC
666    bh    512.0    16.0    64.0    UseG1GC
667    bh    512.0    32.0    64.0    UseG1GC
668    bh    512.0    48.0    64.0    UseG1GC
669    bh    512.0    64.0    64.0    UseG1GC
670    bh    512.0    16.0    96.0    UseParNewGC
671    bh    512.0    32.0    96.0    UseG1GC
672    bh    512.0    48.0    96.0    UseG1GC
673    bh    512.0    64.0    96.0    UseG1GC
674    bh    512.0    96.0    96.0    UseG1GC
675    bh    512.0    16.0    128.0    UseParNewGC
676    bh    512.0    32.0    128.0    UseSerialGC
677    bh    512.0    48.0    128.0    UseParNewGC
678    bh    512.0    64.0    128.0    UseG1GC
679    bh    512.0    96.0    128.0    UseG1GC
680    bh    512.0    128.0    128.0    UseG1GC
681    bh    512.0    16.0    160.0    UseParNewGC
682    bh    512.0    32.0    160.0    UseSerialGC
683    bh    512.0    48.0    160.0    UseParNewGC
684    bh    512.0    64.0    160.0    UseSerialGC
685    bh    512.0    96.0    160.0    UseConcMarkSweepGC
686    bh    512.0    128.0    160.0    UseG1GC
687    bh    512.0    160.0    160.0    UseG1GC
688    bh    512.0    16.0    192.0    UseParNewGC
689    bh    512.0    32.0    192.0    UseSerialGC
690    bh    512.0    48.0    192.0    UseParNewGC
691    bh    512.0    64.0    192.0    UseParallelGC
692    bh    512.0    96.0    192.0    UseParallelGC
693    bh    512.0    128.0    192.0    UseParallelGC
694    bh    512.0    160.0    192.0    UseConcMarkSweepGC
695    bh    512.0    192.0    192.0    UseG1GC
696    bh    512.0    16.0    224.0    UseParNewGC
697    bh    512.0    32.0    224.0    UseSerialGC
698    bh    512.0    48.0    224.0    UseParNewGC
699    bh    512.0    64.0    224.0    UseParallelGC
700    bh    512.0    96.0    224.0    UseConcMarkSweepGC
701    bh    512.0    128.0    224.0    UseConcMarkSweepGC
702    bh    512.0    160.0    224.0    UseConcMarkSweepGC
703    bh    512.0    192.0    224.0    UseSerialGC
704    bh    512.0    224.0    224.0    UseG1GC
705    bh    512.0    16.0    256.0    UseParNewGC
706    bh    512.0    32.0    256.0    UseConcMarkSweepGC
707    bh    512.0    48.0    256.0    UseParallelGC
708    bh    512.0    64.0    256.0    UseSerialGC
709    bh    512.0    96.0    256.0    UseParallelGC
710    bh    512.0    128.0    256.0    UseConcMarkSweepGC
711    bh    512.0    160.0    256.0    UseConcMarkSweepGC
712    bh    512.0    192.0    256.0    UseSerialGC
713    bh    512.0    224.0    256.0    UseSerialGC
714    bh    512.0    256.0    256.0    UseG1GC
715    bh    512.0    16.0    512.0    UseParNewGC
716    bh    512.0    32.0    512.0    UseConcMarkSweepGC
717    bh    512.0    48.0    512.0    UseConcMarkSweepGC
718    bh    512.0    64.0    512.0    UseConcMarkSweepGC
719    bh    512.0    96.0    512.0    UseConcMarkSweepGC
720    bh    512.0    128.0    512.0    UseConcMarkSweepGC
721    bh    512.0    160.0    512.0    UseConcMarkSweepGC
722    bh    512.0    192.0    512.0    UseSerialGC
723    bh    512.0    224.0    512.0    UseSerialGC
724    bh    512.0    256.0    512.0    UseSerialGC
725    bh    512.0    512.0    512.0    UseG1GC
726    mst    16.0    16.0    16.0    UseG1GC
727    mst    16.0    16.0    32.0    UseG1GC
728    mst    16.0    32.0    32.0    UseG1GC
729    mst    16.0    16.0    48.0    UseG1GC
730    mst    16.0    32.0    48.0    UseG1GC
731    mst    16.0    48.0    48.0    UseG1GC
732    mst    16.0    16.0    64.0    UseG1GC
733    mst    16.0    32.0    64.0    UseG1GC
734    mst    16.0    48.0    64.0    UseG1GC
735    mst    16.0    64.0    64.0    UseG1GC
736    mst    16.0    16.0    96.0    UseG1GC
737    mst    16.0    32.0    96.0    UseG1GC
738    mst    16.0    48.0    96.0    UseG1GC
739    mst    16.0    64.0    96.0    UseG1GC
740    mst    16.0    96.0    96.0    UseConcMarkSweepGC
741    mst    16.0    16.0    128.0    UseG1GC
742    mst    16.0    32.0    128.0    UseG1GC
743    mst    16.0    48.0    128.0    UseG1GC
744    mst    16.0    64.0    128.0    UseG1GC
745    mst    16.0    96.0    128.0    UseG1GC
746    mst    16.0    128.0    128.0    UseG1GC
747    mst    16.0    16.0    160.0    UseConcMarkSweepGC
748    mst    16.0    32.0    160.0    UseConcMarkSweepGC
749    mst    16.0    48.0    160.0    UseConcMarkSweepGC
750    mst    16.0    64.0    160.0    UseG1GC
751    mst    16.0    96.0    160.0    UseConcMarkSweepGC
752    mst    16.0    128.0    160.0    UseG1GC
753    mst    16.0    160.0    160.0    UseParallelGC
754    mst    16.0    16.0    192.0    UseConcMarkSweepGC
755    mst    16.0    32.0    192.0    UseConcMarkSweepGC
756    mst    16.0    48.0    192.0    UseConcMarkSweepGC
757    mst    16.0    64.0    192.0    UseConcMarkSweepGC
758    mst    16.0    96.0    192.0    UseConcMarkSweepGC
759    mst    16.0    128.0    192.0    UseConcMarkSweepGC
760    mst    16.0    160.0    192.0    UseConcMarkSweepGC
761    mst    16.0    192.0    192.0    UseParallelGC
762    mst    16.0    16.0    224.0    UseConcMarkSweepGC
763    mst    16.0    32.0    224.0    UseParallelGC
764    mst    16.0    48.0    224.0    UseParallelGC
765    mst    16.0    64.0    224.0    UseConcMarkSweepGC
766    mst    16.0    96.0    224.0    UseConcMarkSweepGC
767    mst    16.0    128.0    224.0    UseConcMarkSweepGC
768    mst    16.0    160.0    224.0    UseConcMarkSweepGC
769    mst    16.0    192.0    224.0    UseParallelGC
770    mst    16.0    224.0    224.0    UseParallelGC
771    mst    16.0    16.0    256.0    UseConcMarkSweepGC
772    mst    16.0    32.0    256.0    UseParallelGC
773    mst    16.0    48.0    256.0    UseParallelGC
774    mst    16.0    64.0    256.0    UseConcMarkSweepGC
775    mst    16.0    96.0    256.0    UseConcMarkSweepGC
776    mst    16.0    128.0    256.0    UseConcMarkSweepGC
777    mst    16.0    160.0    256.0    UseConcMarkSweepGC
778    mst    16.0    192.0    256.0    UseConcMarkSweepGC
779    mst    16.0    224.0    256.0    UseParallelGC
780    mst    16.0    256.0    256.0    UseParallelGC
781    mst    16.0    16.0    512.0    UseConcMarkSweepGC
782    mst    16.0    32.0    512.0    UseConcMarkSweepGC
783    mst    16.0    48.0    512.0    UseConcMarkSweepGC
784    mst    16.0    64.0    512.0    UseConcMarkSweepGC
785    mst    16.0    96.0    512.0    UseG1GC
786    mst    16.0    128.0    512.0    UseConcMarkSweepGC
787    mst    16.0    160.0    512.0    UseConcMarkSweepGC
788    mst    16.0    192.0    512.0    UseSerialGC
789    mst    16.0    224.0    512.0    UseG1GC
790    mst    16.0    256.0    512.0    UseConcMarkSweepGC
791    mst    16.0    512.0    512.0    UseParallelGC
792    mst    32.0    16.0    16.0    UseG1GC
793    mst    32.0    16.0    32.0    UseG1GC
794    mst    32.0    32.0    32.0    UseG1GC
795    mst    32.0    16.0    48.0    UseSerialGC
796    mst    32.0    32.0    48.0    UseG1GC
797    mst    32.0    48.0    48.0    UseConcMarkSweepGC
798    mst    32.0    16.0    64.0    UseG1GC
799    mst    32.0    32.0    64.0    UseG1GC
800    mst    32.0    48.0    64.0    UseG1GC
801    mst    32.0    64.0    64.0    UseParallelGC
802    mst    32.0    16.0    96.0    UseG1GC
803    mst    32.0    32.0    96.0    UseSerialGC
804    mst    32.0    48.0    96.0    UseG1GC
805    mst    32.0    64.0    96.0    UseG1GC
806    mst    32.0    96.0    96.0    UseConcMarkSweepGC
807    mst    32.0    16.0    128.0    UseG1GC
808    mst    32.0    32.0    128.0    UseG1GC
809    mst    32.0    48.0    128.0    UseParallelGC
810    mst    32.0    64.0    128.0    UseParallelGC
811    mst    32.0    96.0    128.0    UseG1GC
812    mst    32.0    128.0    128.0    UseG1GC
813    mst    32.0    16.0    160.0    UseG1GC
814    mst    32.0    32.0    160.0    UseG1GC
815    mst    32.0    48.0    160.0    UseG1GC
816    mst    32.0    64.0    160.0    UseConcMarkSweepGC
817    mst    32.0    96.0    160.0    UseG1GC
818    mst    32.0    128.0    160.0    UseG1GC
819    mst    32.0    160.0    160.0    UseG1GC
820    mst    32.0    16.0    192.0    UseG1GC
821    mst    32.0    32.0    192.0    UseG1GC
822    mst    32.0    48.0    192.0    UseConcMarkSweepGC
823    mst    32.0    64.0    192.0    UseParallelGC
824    mst    32.0    96.0    192.0    UseConcMarkSweepGC
825    mst    32.0    128.0    192.0    UseG1GC
826    mst    32.0    160.0    192.0    UseG1GC
827    mst    32.0    192.0    192.0    UseParallelGC
828    mst    32.0    16.0    224.0    UseG1GC
829    mst    32.0    32.0    224.0    UseConcMarkSweepGC
830    mst    32.0    48.0    224.0    UseConcMarkSweepGC
831    mst    32.0    64.0    224.0    UseConcMarkSweepGC
832    mst    32.0    96.0    224.0    UseParallelGC
833    mst    32.0    128.0    224.0    UseConcMarkSweepGC
834    mst    32.0    160.0    224.0    UseConcMarkSweepGC
835    mst    32.0    192.0    224.0    UseParallelGC
836    mst    32.0    224.0    224.0    UseParallelGC
837    mst    32.0    16.0    256.0    UseG1GC
838    mst    32.0    32.0    256.0    UseConcMarkSweepGC
839    mst    32.0    48.0    256.0    UseParallelGC
840    mst    32.0    64.0    256.0    UseConcMarkSweepGC
841    mst    32.0    96.0    256.0    UseParallelGC
842    mst    32.0    128.0    256.0    UseParallelGC
843    mst    32.0    160.0    256.0    UseParallelGC
844    mst    32.0    192.0    256.0    UseConcMarkSweepGC
845    mst    32.0    224.0    256.0    UseParallelGC
846    mst    32.0    256.0    256.0    UseParallelGC
847    mst    32.0    16.0    512.0    UseConcMarkSweepGC
848    mst    32.0    32.0    512.0    UseConcMarkSweepGC
849    mst    32.0    48.0    512.0    UseConcMarkSweepGC
850    mst    32.0    64.0    512.0    UseConcMarkSweepGC
851    mst    32.0    96.0    512.0    UseConcMarkSweepGC
852    mst    32.0    128.0    512.0    UseConcMarkSweepGC
853    mst    32.0    160.0    512.0    UseConcMarkSweepGC
854    mst    32.0    192.0    512.0    UseConcMarkSweepGC
855    mst    32.0    224.0    512.0    UseG1GC
856    mst    32.0    256.0    512.0    UseConcMarkSweepGC
857    mst    32.0    512.0    512.0    UseParallelGC
858    mst    48.0    16.0    16.0    UseG1GC
859    mst    48.0    16.0    32.0    UseG1GC
860    mst    48.0    32.0    32.0    UseG1GC
861    mst    48.0    16.0    48.0    UseG1GC
862    mst    48.0    32.0    48.0    UseG1GC
863    mst    48.0    48.0    48.0    UseG1GC
864    mst    48.0    16.0    64.0    UseG1GC
865    mst    48.0    32.0    64.0    UseG1GC
866    mst    48.0    48.0    64.0    UseG1GC
867    mst    48.0    64.0    64.0    UseG1GC
868    mst    48.0    16.0    96.0    UseG1GC
869    mst    48.0    32.0    96.0    UseG1GC
870    mst    48.0    48.0    96.0    UseG1GC
871    mst    48.0    64.0    96.0    UseG1GC
872    mst    48.0    96.0    96.0    UseG1GC
873    mst    48.0    16.0    128.0    UseG1GC
874    mst    48.0    32.0    128.0    UseG1GC
875    mst    48.0    48.0    128.0    UseG1GC
876    mst    48.0    64.0    128.0    UseG1GC
877    mst    48.0    96.0    128.0    UseG1GC
878    mst    48.0    128.0    128.0    UseG1GC
879    mst    48.0    16.0    160.0    UseG1GC
880    mst    48.0    32.0    160.0    UseG1GC
881    mst    48.0    48.0    160.0    UseG1GC
882    mst    48.0    64.0    160.0    UseG1GC
883    mst    48.0    96.0    160.0    UseG1GC
884    mst    48.0    128.0    160.0    UseG1GC
885    mst    48.0    160.0    160.0    UseG1GC
886    mst    48.0    16.0    192.0    UseG1GC
887    mst    48.0    32.0    192.0    UseG1GC
888    mst    48.0    48.0    192.0    UseG1GC
889    mst    48.0    64.0    192.0    UseG1GC
890    mst    48.0    96.0    192.0    UseConcMarkSweepGC
891    mst    48.0    128.0    192.0    UseParallelGC
892    mst    48.0    160.0    192.0    UseG1GC
893    mst    48.0    192.0    192.0    UseParallelGC
894    mst    48.0    16.0    224.0    UseG1GC
895    mst    48.0    32.0    224.0    UseG1GC
896    mst    48.0    48.0    224.0    UseG1GC
897    mst    48.0    64.0    224.0    UseG1GC
898    mst    48.0    96.0    224.0    UseG1GC
899    mst    48.0    128.0    224.0    UseG1GC
900    mst    48.0    160.0    224.0    UseG1GC
901    mst    48.0    192.0    224.0    UseG1GC
902    mst    48.0    224.0    224.0    UseG1GC
903    mst    48.0    16.0    256.0    UseG1GC
904    mst    48.0    32.0    256.0    UseG1GC
905    mst    48.0    48.0    256.0    UseG1GC
906    mst    48.0    64.0    256.0    UseG1GC
907    mst    48.0    96.0    256.0    UseG1GC
908    mst    48.0    128.0    256.0    UseConcMarkSweepGC
909    mst    48.0    160.0    256.0    UseParallelGC
910    mst    48.0    192.0    256.0    UseG1GC
911    mst    48.0    224.0    256.0    UseParallelGC
912    mst    48.0    256.0    256.0    UseParallelGC
913    mst    48.0    16.0    512.0    UseG1GC
914    mst    48.0    32.0    512.0    UseConcMarkSweepGC
915    mst    48.0    48.0    512.0    UseG1GC
916    mst    48.0    64.0    512.0    UseConcMarkSweepGC
917    mst    48.0    96.0    512.0    UseConcMarkSweepGC
918    mst    48.0    128.0    512.0    UseConcMarkSweepGC
919    mst    48.0    160.0    512.0    UseConcMarkSweepGC
920    mst    48.0    192.0    512.0    UseConcMarkSweepGC
921    mst    48.0    224.0    512.0    UseConcMarkSweepGC
922    mst    48.0    256.0    512.0    UseParallelGC
923    mst    48.0    512.0    512.0    UseParallelGC
924    mst    64.0    16.0    16.0    UseG1GC
925    mst    64.0    16.0    32.0    UseG1GC
926    mst    64.0    32.0    32.0    UseG1GC
927    mst    64.0    16.0    48.0    UseG1GC
928    mst    64.0    32.0    48.0    UseSerialGC
929    mst    64.0    48.0    48.0    UseSerialGC
930    mst    64.0    16.0    64.0    UseG1GC
931    mst    64.0    32.0    64.0    UseSerialGC
932    mst    64.0    48.0    64.0    UseG1GC
933    mst    64.0    64.0    64.0    UseG1GC
934    mst    64.0    16.0    96.0    UseG1GC
935    mst    64.0    32.0    96.0    UseG1GC
936    mst    64.0    48.0    96.0    UseG1GC
937    mst    64.0    64.0    96.0    UseG1GC
938    mst    64.0    96.0    96.0    UseG1GC
939    mst    64.0    16.0    128.0    UseG1GC
940    mst    64.0    32.0    128.0    UseG1GC
941    mst    64.0    48.0    128.0    UseG1GC
942    mst    64.0    64.0    128.0    UseConcMarkSweepGC
943    mst    64.0    96.0    128.0    UseG1GC
944    mst    64.0    128.0    128.0    UseG1GC
945    mst    64.0    16.0    160.0    UseG1GC
946    mst    64.0    32.0    160.0    UseG1GC
947    mst    64.0    48.0    160.0    UseG1GC
948    mst    64.0    64.0    160.0    UseG1GC
949    mst    64.0    96.0    160.0    UseG1GC
950    mst    64.0    128.0    160.0    UseG1GC
951    mst    64.0    160.0    160.0    UseG1GC
952    mst    64.0    16.0    192.0    UseG1GC
953    mst    64.0    32.0    192.0    UseG1GC
954    mst    64.0    48.0    192.0    UseG1GC
955    mst    64.0    64.0    192.0    UseG1GC
956    mst    64.0    96.0    192.0    UseG1GC
957    mst    64.0    128.0    192.0    UseG1GC
958    mst    64.0    160.0    192.0    UseG1GC
959    mst    64.0    192.0    192.0    UseG1GC
960    mst    64.0    16.0    224.0    UseG1GC
961    mst    64.0    32.0    224.0    UseG1GC
962    mst    64.0    48.0    224.0    UseG1GC
963    mst    64.0    64.0    224.0    UseG1GC
964    mst    64.0    96.0    224.0    UseG1GC
965    mst    64.0    128.0    224.0    UseG1GC
966    mst    64.0    160.0    224.0    UseG1GC
967    mst    64.0    192.0    224.0    UseG1GC
968    mst    64.0    224.0    224.0    UseG1GC
969    mst    64.0    16.0    256.0    UseG1GC
970    mst    64.0    32.0    256.0    UseG1GC
971    mst    64.0    48.0    256.0    UseG1GC
972    mst    64.0    64.0    256.0    UseG1GC
973    mst    64.0    96.0    256.0    UseG1GC
974    mst    64.0    128.0    256.0    UseG1GC
975    mst    64.0    160.0    256.0    UseG1GC
976    mst    64.0    192.0    256.0    UseG1GC
977    mst    64.0    224.0    256.0    UseG1GC
978    mst    64.0    256.0    256.0    UseParallelGC
979    mst    64.0    16.0    512.0    UseConcMarkSweepGC
980    mst    64.0    32.0    512.0    UseG1GC
981    mst    64.0    48.0    512.0    UseConcMarkSweepGC
982    mst    64.0    64.0    512.0    UseConcMarkSweepGC
983    mst    64.0    96.0    512.0    UseConcMarkSweepGC
984    mst    64.0    128.0    512.0    UseConcMarkSweepGC
985    mst    64.0    160.0    512.0    UseParallelGC
986    mst    64.0    192.0    512.0    UseG1GC
987    mst    64.0    224.0    512.0    UseConcMarkSweepGC
988    mst    64.0    256.0    512.0    UseConcMarkSweepGC
989    mst    64.0    512.0    512.0    UseParallelGC
990    mst    96.0    16.0    16.0    UseG1GC
991    mst    96.0    16.0    32.0    UseG1GC
992    mst    96.0    32.0    32.0    UseG1GC
993    mst    96.0    16.0    48.0    UseG1GC
994    mst    96.0    32.0    48.0    UseSerialGC
995    mst    96.0    48.0    48.0    UseG1GC
996    mst    96.0    16.0    64.0    UseG1GC
997    mst    96.0    32.0    64.0    UseG1GC
998    mst    96.0    48.0    64.0    UseG1GC
999    mst    96.0    64.0    64.0    UseG1GC
1000    mst    96.0    16.0    96.0    UseG1GC
1001    mst    96.0    32.0    96.0    UseG1GC
1002    mst    96.0    48.0    96.0    UseG1GC
1003    mst    96.0    64.0    96.0    UseG1GC
1004    mst    96.0    96.0    96.0    UseG1GC
1005    mst    96.0    16.0    128.0    UseG1GC
1006    mst    96.0    32.0    128.0    UseG1GC
1007    mst    96.0    48.0    128.0    UseG1GC
1008    mst    96.0    64.0    128.0    UseG1GC
1009    mst    96.0    96.0    128.0    UseG1GC
1010    mst    96.0    128.0    128.0    UseG1GC
1011    mst    96.0    16.0    160.0    UseG1GC
1012    mst    96.0    32.0    160.0    UseG1GC
1013    mst    96.0    48.0    160.0    UseG1GC
1014    mst    96.0    64.0    160.0    UseG1GC
1015    mst    96.0    96.0    160.0    UseG1GC
1016    mst    96.0    128.0    160.0    UseG1GC
1017    mst    96.0    160.0    160.0    UseG1GC
1018    mst    96.0    16.0    192.0    UseG1GC
1019    mst    96.0    32.0    192.0    UseG1GC
1020    mst    96.0    48.0    192.0    UseG1GC
1021    mst    96.0    64.0    192.0    UseG1GC
1022    mst    96.0    96.0    192.0    UseG1GC
1023    mst    96.0    128.0    192.0    UseG1GC
1024    mst    96.0    160.0    192.0    UseG1GC
1025    mst    96.0    192.0    192.0    UseG1GC
1026    mst    96.0    16.0    224.0    UseG1GC
1027    mst    96.0    32.0    224.0    UseG1GC
1028    mst    96.0    48.0    224.0    UseG1GC
1029    mst    96.0    64.0    224.0    UseG1GC
1030    mst    96.0    96.0    224.0    UseG1GC
1031    mst    96.0    128.0    224.0    UseG1GC
1032    mst    96.0    160.0    224.0    UseG1GC
1033    mst    96.0    192.0    224.0    UseG1GC
1034    mst    96.0    224.0    224.0    UseG1GC
1035    mst    96.0    16.0    256.0    UseG1GC
1036    mst    96.0    32.0    256.0    UseG1GC
1037    mst    96.0    48.0    256.0    UseG1GC
1038    mst    96.0    64.0    256.0    UseG1GC
1039    mst    96.0    96.0    256.0    UseG1GC
1040    mst    96.0    128.0    256.0    UseG1GC
1041    mst    96.0    160.0    256.0    UseG1GC
1042    mst    96.0    192.0    256.0    UseG1GC
1043    mst    96.0    224.0    256.0    UseG1GC
1044    mst    96.0    256.0    256.0    UseG1GC
1045    mst    96.0    16.0    512.0    UseConcMarkSweepGC
1046    mst    96.0    32.0    512.0    UseG1GC
1047    mst    96.0    48.0    512.0    UseConcMarkSweepGC
1048    mst    96.0    64.0    512.0    UseConcMarkSweepGC
1049    mst    96.0    96.0    512.0    UseG1GC
1050    mst    96.0    128.0    512.0    UseConcMarkSweepGC
1051    mst    96.0    160.0    512.0    UseConcMarkSweepGC
1052    mst    96.0    192.0    512.0    UseConcMarkSweepGC
1053    mst    96.0    224.0    512.0    UseConcMarkSweepGC
1054    mst    96.0    256.0    512.0    UseG1GC
1055    mst    96.0    512.0    512.0    UseParallelGC
1056    mst    128.0    16.0    16.0    UseG1GC
1057    mst    128.0    16.0    32.0    UseG1GC
1058    mst    128.0    32.0    32.0    UseG1GC
1059    mst    128.0    16.0    48.0    UseG1GC
1060    mst    128.0    32.0    48.0    UseG1GC
