,min_heap,init_heap,max_heap,gc_name,entropy,complexity,dit,wmc,noc,cbo,rfc,lcom,ca,npm
0,16,16,16,2,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.11,1.104444444
1,16,16,32,2,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.31,1.274444444
2,16,32,32,2,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.263703993,1.104444444
3,16,16,48,0,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,2.97,1.674444444
4,16,32,48,3,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.263703993,1.674444444
5,16,48,48,3,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.263703993,1.444444444
6,16,16,64,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.12,1.674444444
7,16,32,64,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.13,1.444444444
8,16,48,64,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,2.98,1.104444444
9,16,64,64,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.263703993,1.674444444
10,16,16,96,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.33,1.444444444
11,16,32,96,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,2.98,1.274444444
12,16,48,96,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.263703993,1.444444444
13,16,64,96,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.34,1.674444444
14,16,96,96,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3,1.444444444
15,16,16,128,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.14,1.674444444
16,16,32,128,3,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.34,1.274444444
17,16,48,128,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3,1.444444444
18,16,64,128,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.263703993,1.274444444
19,16,96,128,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.16,1.104444444
20,16,128,128,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3,1.274444444
21,16,16,160,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.35,1.274444444
22,16,32,160,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.16,1.444444444
23,16,48,160,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.16,1.674444444
24,16,64,160,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.02,1.274444444
25,16,96,160,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.01,1.104444444
26,16,128,160,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.01,1.274444444
27,16,160,160,2,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.17,1.274444444
28,16,16,192,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.02,1.104444444
29,16,32,192,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.38,1.444444444
30,16,48,192,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.02,1.104444444
31,16,64,192,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.17,1.274444444
32,16,96,192,0,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.18,1.274444444
33,16,128,192,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.263703993,1.444444444
34,16,160,192,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.19,1.674444444
35,16,192,192,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.263703993,1.274444444
36,16,16,224,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.263703993,1.674444444
37,16,32,224,3,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.39,1.444444444
38,16,48,224,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.39,1.444444444
39,16,64,224,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.11,1.674444444
40,16,96,224,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.04,1.274444444
41,16,128,224,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.263703993,1.674444444
42,16,160,224,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.263703993,1.104444444
43,16,192,224,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.11,1.674444444
44,16,224,224,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.111,1.674444444
45,16,16,256,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,2.96,1.444444444
46,16,32,256,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.11,1.274444444
47,16,48,256,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.263703993,1.674444444
48,16,64,256,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.111,1.104444444
49,16,96,256,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.312,1.104444444
50,16,128,256,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.311,1.104444444
51,16,160,256,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.311,1.104444444
52,16,192,256,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,2.962,1.674444444
53,16,224,256,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.263703993,1.674444444
54,16,256,256,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.113,1.104444444
55,16,16,512,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.263703993,1.104444444
56,16,32,512,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,2.962,1.674444444
57,16,48,512,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.113,1.274444444
58,16,64,512,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.113,1.674444444
59,16,96,512,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.314,1.104444444
60,16,128,512,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.113,1.674444444
61,16,160,512,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.113,1.444444444
62,16,192,512,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.314,1.104444444
63,16,224,512,3,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.114,1.444444444
64,16,256,512,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.115,1.274444444
65,16,512,512,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,2.964,1.104444444
66,32,16,16,2,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,2.964,1.104444444
67,32,16,32,2,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.263703993,1.274444444
68,32,32,32,2,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,2.965,1.674444444
69,32,16,48,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.116,1.444444444
70,32,32,48,2,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,2.965,1.274444444
71,32,48,48,2,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.315,1.674444444
72,32,16,64,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,2.966,1.104444444
73,32,32,64,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.317,1.674444444
74,32,48,64,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.116,1.674444444
75,32,64,64,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,2.966,1.274444444
76,32,16,96,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,2.967,1.104444444
77,32,32,96,1,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.118,1.674444444
78,32,48,96,4,2.894756,0.4723548,6.234245,0.8359856,0.1867,2.6787623,18.32423445,12.4543668,3.317,1.444444444
