benchmark	max_heap	init_heap	min_heap	gc_name	exec_time
sunflow	256	16	64	UseParallelGC	0.02
sunflow	256	16	96	UseParallelGC	0.02
sunflow	256	16	128	UseParallelGC	0.01
sunflow	256	16	160	UseParallelGC	0.02
sunflow	256	16	192	UseParallelGC	0.01
sunflow	256	16	224	UseParallelGC	0.01
sunflow	256	16	256	UseParallelGC	0.05
sunflow	256	16	512	UseParallelGC	0.02
sunflow	256	32	16	UseParallelGC	0.02
sunflow	256	32	32	UseParallelGC	0.02
sunflow	256	32	48	UseParallelGC	0.02
sunflow	256	32	64	UseParallelGC	0.02
sunflow	256	32	96	UseParallelGC	0.02
sunflow	256	32	128	UseParallelGC	0.02
sunflow	256	32	160	UseParallelGC	0.02
sunflow	256	32	192	UseParallelGC	0.02
sunflow	256	32	224	UseParallelGC	0.01
sunflow	256	32	256	UseParallelGC	0.02
sunflow	256	32	512	UseParallelGC	0.02
sunflow	256	48	16	UseParallelGC	0.02
sunflow	256	48	32	UseParallelGC	0.01
sunflow	256	48	48	UseParallelGC	0.02
sunflow	256	48	64	UseParallelGC	0.02
sunflow	256	48	96	UseParallelGC	0.02
sunflow	256	48	128	UseParallelGC	0.02
sunflow	256	48	160	UseParallelGC	0.02
sunflow	256	48	192	UseParallelGC	0.02
sunflow	256	48	224	UseParallelGC	0.02
sunflow	256	48	256	UseParallelGC	0.03
sunflow	256	48	512	UseParallelGC	0.02
sunflow	256	64	16	UseParallelGC	0.01
sunflow	256	64	32	UseParallelGC	0.01
sunflow	256	64	48	UseParallelGC	0.01
sunflow	256	64	64	UseParallelGC	0.02
sunflow	256	64	96	UseParallelGC	0.01
sunflow	256	64	128	UseParallelGC	0.02
sunflow	256	64	160	UseParallelGC	0.01
sunflow	256	64	192	UseParallelGC	0.02
sunflow	256	64	224	UseParallelGC	0.02
sunflow	256	64	256	UseParallelGC	0.04
sunflow	256	64	512	UseParallelGC	0.04
sunflow	256	96	16	UseParallelGC	0.01
sunflow	256	96	32	UseParallelGC	0.01
sunflow	256	96	48	UseParallelGC	0.03
sunflow	256	96	64	UseParallelGC	0.01
sunflow	256	96	96	UseParallelGC	0.02
sunflow	256	96	128	UseParallelGC	0.02
sunflow	256	96	160	UseParallelGC	0.02
sunflow	256	96	192	UseParallelGC	0.01
sunflow	256	96	224	UseParallelGC	0.02
sunflow	256	96	256	UseParallelGC	0.04
sunflow	256	96	512	UseParallelGC	0.03
sunflow	256	128	16	UseParallelGC	0.01
sunflow	256	128	32	UseParallelGC	0.01
sunflow	256	128	48	UseParallelGC	0.02
sunflow	256	128	64	UseParallelGC	0.01
sunflow	256	128	96	UseParallelGC	0.01
sunflow	256	128	128	UseParallelGC	0.02
sunflow	256	128	160	UseParallelGC	0.02
sunflow	256	128	192	UseParallelGC	0.01
sunflow	256	128	224	UseParallelGC	0.02
sunflow	256	128	256	UseParallelGC	0.03
sunflow	256	128	512	UseParallelGC	0.03
sunflow	256	160	16	UseParallelGC	0.02
sunflow	256	160	32	UseParallelGC	0.01
sunflow	256	160	48	UseParallelGC	0.01
sunflow	256	160	64	UseParallelGC	0.01
sunflow	256	160	96	UseParallelGC	0.01
sunflow	256	160	128	UseParallelGC	0.01
sunflow	256	160	160	UseParallelGC	0.02
sunflow	256	160	192	UseParallelGC	0.02
sunflow	256	160	224	UseParallelGC	0.02
sunflow	256	160	256	UseParallelGC	0.04
sunflow	256	160	512	UseParallelGC	0.04
sunflow	256	192	16	UseParallelGC	0.01
sunflow	256	192	32	UseParallelGC	0.01
sunflow	256	192	48	UseParallelGC	0.01
sunflow	256	192	64	UseParallelGC	0.01
sunflow	256	192	96	UseParallelGC	0.01
sunflow	256	192	128	UseParallelGC	0.01
sunflow	256	192	160	UseParallelGC	0.01
sunflow	256	192	192	UseParallelGC	0.02
sunflow	256	192	224	UseParallelGC	0.02
sunflow	256	192	256	UseParallelGC	0.03
sunflow	256	192	512	UseParallelGC	0.04
sunflow	256	224	16	UseParallelGC	0.01
sunflow	256	224	32	UseParallelGC	0.01
sunflow	256	224	48	UseParallelGC	0.01
sunflow	256	224	64	UseParallelGC	0.01
sunflow	256	224	96	UseParallelGC	0.01
sunflow	256	224	128	UseParallelGC	0.01
sunflow	256	224	160	UseParallelGC	0.01
sunflow	256	224	192	UseParallelGC	0.01
sunflow	256	224	224	UseParallelGC	0.02
sunflow	256	224	256	UseParallelGC	0.03
sunflow	256	224	512	UseParallelGC	0.02
sunflow	256	256	16	UseParallelGC	0.02
sunflow	256	256	32	UseParallelGC	0.01
sunflow	256	256	48	UseParallelGC	0.01
sunflow	256	256	64	UseParallelGC	0.01
sunflow	256	256	96	UseParallelGC	0.01
sunflow	256	256	128	UseParallelGC	0.01
sunflow	256	256	192	UseParallelGC	0.01
sunflow	256	256	224	UseParallelGC	0.01
sunflow	256	256	256	UseParallelGC	0.04
